species	specieskey	year	month	countrycode	occurrences
Vanellus vanellus	2480242	2023	1	FR	478
Aix galericulata	2498388	2024	2	DE	186
Serinus serinus	2494200	2017	1	FR	181
Egretta garzetta	2480876	2017	10	FR	162
Psittacula krameri	2479226	2021	1	DE	127
Sturnus vulgaris	9809229	2016	4	FR	419
Chloris chloris	5845582	2017	4	DE	333
Larus fuscus	2481174	2024	1	FR	255
Prunella modularis	5231763	2016	1	FR	230
Cuculus canorus	5231918	2021	7	DE	163
Anthus pratensis	2490266	2017	11	DE	53
Stercorarius skua	2481618	2018	8	FR	7
Phalacrocorax carbo	2481890	2024	3	FR	1495
Gavia stellata	2481958	2016	11	DE	4
Serinus serinus	2494200	2017	6	FR	172
Turdus philomelos	7901064	2020	10	FR	529
Tringa totanus	2481714	2023	7	DE	201
Certhia familiaris	2487603	2023	1	DE	235
Cygnus olor	2498343	2022	8	FR	572
Regulus ignicapilla	6093527	2023	9	FR	470
Tringa glareola	2481713	2024	9	FR	139
Falco peregrinus	2481047	2023	12	DE	119
Montifringilla nivalis	2492371	2021	12	FR	4
Panurus biarmicus	2493367	2021	10	DE	65
Certhia brachydactyla	7806848	2016	9	FR	171
Glareola pratincola	2480757	2024	4	DE	6
Aegypius monachus	5229165	2021	6	FR	15
Otis tarda	2474921	2020	3	DE	5
Phylloscopus bonelli	2493070	2024	7	FR	162
Remiz pendulinus	2487385	2016	8	DE	2
Podiceps auritus	2482059	2021	11	DE	14
Corvus corax	2482492	2018	10	FR	81
Mergus merganser	9537647	2021	1	FR	180
Buteo buteo	2480537	2017	12	FR	248
Sylvia atricapilla	2492956	2021	10	FR	343
Corvus frugilegus	2482513	2018	6	DE	78
Spatula clypeata	8332393	2016	10	FR	94
Motacilla flava	9701857	2022	7	FR	121
Arenaria interpres	2481776	2017	11	DE	10
Rallus aquaticus	2474831	2019	8	DE	75
Saxicola rubicola	4408759	2016	3	DE	29
Phalacrocorax carbo	2481890	2018	6	FR	144
Saxicola rubicola	4408759	2024	11	DE	47
Tadorna tadorna	2498009	2016	3	DE	37
Recurvirostra avosetta	2480259	2016	5	DE	19
Phasianus colchicus	9752149	2023	9	FR	236
Calidris alpina	2481759	2024	7	DE	136
Branta canadensis	5232437	2021	5	FR	171
Numenius arquata	2481792	2017	11	FR	32
Pyrrhocorax graculus	2482553	2016	9	DE	5
Mergus merganser	9537647	2021	6	FR	15
Alca torda	8277073	2023	4	FR	20
Motacilla alba	9687165	2017	2	FR	146
Anthus trivialis	2490246	2022	10	DE	26
Aythya collaris	2498264	2024	3	DE	4
Glaucidium passerinum	5232162	2021	3	DE	20
Fulica atra	2474377	2016	6	DE	139
Numenius arquata	2481792	2019	10	FR	170
Hydrocoloeus minutus	6065841	2023	9	DE	33
Branta leucopsis	5232464	2023	4	FR	15
Calidris melanotos	2481744	2020	7	DE	21
Mareca penelope	8000602	2021	6	DE	42
Tyto alba	2497921	2021	6	DE	5
Emberiza cirlus	7626513	2016	11	FR	20
Sylvia borin	2492942	2022	9	FR	35
Serinus serinus	2494200	2019	12	FR	47
Chroicocephalus ridibundus	6065824	2016	4	DE	145
Hydroprogne caspia	2481236	2016	9	FR	24
Pluvialis squatarola	2480327	2018	6	FR	7
Calidris alpina	2481759	2017	2	FR	32
Rissa tridactyla	2481205	2019	12	FR	10
Haematopus ostralegus	7788295	2017	11	DE	10
Poecile palustris	2487843	2017	6	FR	54
Anser indicus	2498035	2021	9	DE	21
Periparus ater	2487871	2017	1	DE	44
Picoides tridactylus	2477804	2018	4	FR	1
Tringa ochropus	2481728	2016	2	DE	3
Alectoris rufa	2474051	2016	3	FR	28
Dryobates minor	9015784	2017	10	FR	30
Cygnus cygnus	2498347	2023	9	FR	1
Melanocorypha calandra	2490613	2017	5	FR	12
Alle alle	2481299	2019	10	DE	9
Tyto alba	2497921	2020	5	DE	20
Galerida cristata	2490669	2024	6	DE	7
Mergus merganser	9537647	2016	10	DE	32
Strix aluco	9282206	2019	5	DE	44
Puffinus mauretanicus	5229360	2016	10	FR	44
Sterna paradisaea	5229230	2017	10	FR	11
Limosa lapponica	2481681	2023	2	DE	10
Melanitta nigra	2498247	2019	8	DE	2
Tyto alba	2497921	2019	11	FR	22
Fringilla montifringilla	2494441	2019	9	DE	5
Psittacula eupatria	5229055	2017	6	DE	1
Lanius meridionalis	7341500	2017	3	FR	2
Elanus caeruleus	2480372	2017	1	FR	9
Anser indicus	2498035	2021	8	FR	4
Calidris pugnax	8250742	2020	11	DE	2
Morus bassanus	2480964	2023	6	DE	23
Gavia stellata	2481958	2020	9	DE	2
Hydroprogne caspia	2481236	2017	9	DE	8
Ptyonoprogne rupestris	4408796	2018	12	FR	7
Chroicocephalus philadelphia	6065818	2018	4	FR	1
Acrocephalus paludicola	2493114	2020	8	FR	12
Fulmarus glacialis	2481433	2018	1	FR	2
Upupa epops	2498415	2023	8	DE	19
Nycticorax nycticorax	2480863	2020	9	DE	7
Chlidonias hybrida	2481121	2017	5	DE	12
Montifringilla nivalis	2492371	2017	6	FR	12
Cairina moschata	9751099	2023	3	FR	4
Anser cygnoides	2498034	2022	4	DE	7
Calidris maritima	2481743	2023	3	DE	4
Anser albifrons	2498017	2021	3	FR	3
Spatula cyanoptera	9345027	2024	3	DE	3
Cepphus grylle	2481312	2018	9	DE	2
Puffinus gravis	5229343	2021	9	FR	14
Neophron percnopterus	2480696	2016	5	FR	2
Lanius excubitor	9444556	2018	3	FR	2
Melanocorypha bimaculata	2490609	2019	9	DE	5
Asio flammeus	2497295	2017	11	FR	2
Arenaria interpres	2481776	2020	12	DE	2
Petronia petronia	2492350	2016	3	FR	1
Bubulcus ibis	2480830	2020	6	DE	2
Lagopus muta	5227679	2017	5	DE	2
Chlidonias leucopterus	2481120	2017	6	DE	1
Locustella luscinioides	2493551	2017	6	FR	6
Geronticus eremita	2480770	2022	7	FR	1
Mareca sibilatrix	9508460	2022	12	DE	1
Emberiza leucocephalos	2491472	2016	10	DE	1
Phylloscopus collybita	2493091	2019	8	FR	499
Corvus corone	9409796	2023	4	DE	4742
Dendrocopos syriacus	2478031	2022	12	DE	32
Branta canadensis	5232437	2023	3	DE	919
Ardea alba	9752617	2024	10	FR	845
Buteo buteo	2480537	2022	1	DE	1445
Milvus milvus	5229168	2016	4	FR	40
Scolopax rusticola	2481700	2018	10	DE	10
Egretta garzetta	2480876	2020	9	FR	585
Spatula clypeata	8332393	2018	11	DE	70
Aegithalos caudatus	2495000	2017	5	DE	116
Chloris chloris	5845582	2024	7	DE	2017
Passer domesticus	5231190	2022	3	DE	1572
Limosa limosa	2481685	2023	6	DE	65
Buteo buteo	2480537	2017	8	DE	324
Erithacus rubecula	2492462	2020	7	DE	608
Troglodytes troglodytes	5231438	2022	3	FR	836
Phalacrocorax aristotelis	2481861	2021	1	FR	36
Pica pica	5229490	2020	4	FR	956
Rallus aquaticus	2474831	2018	10	DE	58
Tachybaptus ruficollis	2482048	2019	8	DE	205
Phylloscopus collybita	2493091	2019	6	DE	753
Larus canus	7982160	2019	1	DE	132
Serinus serinus	2494200	2020	12	FR	64
Melanitta nigra	2498247	2023	3	FR	19
Turdus merula	2490719	2018	7	DE	595
Erithacus rubecula	2492462	2016	5	DE	297
Numenius arquata	2481792	2018	6	DE	18
Mareca strepera	9362027	2024	5	FR	446
Merops apiaster	2475443	2024	4	FR	143
Spinus spinus	6092830	2021	1	DE	611
Calidris alba	2481748	2024	8	DE	77
Gallinago gallinago	2481819	2021	10	FR	268
Larus fuscus	2481174	2019	7	DE	68
Locustella luscinioides	2493551	2017	4	DE	61
Anas crecca	8214667	2017	5	FR	26
Anser anser	2498036	2024	4	FR	308
Apus apus	5228676	2019	7	DE	616
Cisticola juncidis	2492822	2017	6	FR	71
Poecile palustris	2487843	2019	1	FR	110
Tringa ochropus	2481728	2021	11	FR	95
Ptyonoprogne rupestris	4408796	2023	12	FR	29
Serinus canaria	2494303	2024	8	DE	2
Circus aeruginosus	2480482	2019	2	FR	92
Calidris maritima	2481743	2024	1	FR	52
Anser albifrons	2498017	2023	10	DE	742
Aythya fuligula	2498261	2024	8	FR	117
Anser anser	2498036	2018	9	DE	313
Lullula arborea	2490604	2022	8	FR	33
Emberiza calandra	7634625	2017	6	DE	42
Columba livia	2495414	2019	7	DE	266
Milvus milvus	5229168	2020	9	FR	120
Chlidonias niger	2481119	2023	11	FR	6
Melanocorypha calandra	2490613	2018	3	FR	4
Gypaetus barbatus	2480649	2023	9	FR	87
Sylvia borin	2492942	2021	6	FR	147
Hydrocoloeus minutus	6065841	2024	7	DE	18
Circus aeruginosus	2480482	2020	8	FR	152
Oriolus oriolus	2488949	2018	6	DE	101
Acrocephalus dumetorum	2493145	2020	7	DE	3
Cinclus cinclus	2495093	2018	2	DE	20
Prunella collaris	5231770	2023	6	DE	13
Actitis hypoleucos	2481800	2018	12	FR	44
Rallus aquaticus	2474831	2023	7	FR	47
Perdix perdix	2473958	2018	6	FR	14
Tringa ochropus	2481728	2021	9	FR	215
Accipiter nisus	2480637	2018	2	DE	46
Gallinula chloropus	5228199	2019	9	DE	209
Chlidonias hybrida	2481121	2019	6	FR	69
Alauda arvensis	8077224	2017	4	FR	256
Tadorna ferruginea	2498015	2017	4	FR	13
Strix aluco	9282206	2022	5	DE	131
Psittacula krameri	2479226	2019	8	DE	21
Luscinia svecica	4408732	2023	9	DE	12
Gavia arctica	2481959	2017	11	FR	9
Grus grus	2474950	2017	8	DE	45
Tadorna ferruginea	2498015	2020	7	DE	41
Cygnus columbianus	2498338	2021	2	DE	21
Montifringilla nivalis	2492371	2023	11	FR	18
Loxia curvirostra	9629160	2019	7	DE	18
Oenanthe oenanthe	5231240	2023	3	DE	22
Certhia familiaris	2487603	2016	1	FR	6
Anthus petrosus	2490275	2016	1	FR	51
Anthus pratensis	2490266	2022	8	FR	62
Calidris pugnax	8250742	2017	6	DE	13
Mareca penelope	8000602	2017	1	DE	69
Ficedula hypoleuca	2492606	2017	8	DE	26
Calidris minuta	2481749	2019	12	FR	12
Tachymarptis melba	2477411	2020	10	FR	17
Numenius arquata	2481792	2018	8	DE	76
Scolopax rusticola	2481700	2024	12	FR	38
Pyrrhocorax pyrrhocorax	2482552	2020	7	FR	66
Turdus pilaris	2490737	2017	8	DE	52
Actitis hypoleucos	2481800	2017	7	DE	69
Bucephala clangula	2498326	2016	11	DE	71
Pavo cristatus	9451184	2020	6	FR	4
Bombycilla garrulus	2484605	2023	2	DE	11
Bubo bubo	5959092	2017	12	FR	3
Lullula arborea	2490604	2020	1	FR	36
Nucifraga caryocatactes	2482613	2021	6	DE	17
Limosa lapponica	2481681	2021	5	FR	19
Luscinia svecica	4408732	2024	9	DE	31
Dendrocoptes medius	8773033	2018	4	DE	21
Anser cygnoides	2498034	2019	2	FR	5
Phoenicurus ochruros	5739315	2017	1	DE	11
Mergus serrator	2498375	2017	3	FR	20
Chlidonias leucopterus	2481120	2021	9	FR	10
Aquila fasciata	5844449	2024	8	FR	16
Phylloscopus bonelli	2493070	2022	8	FR	37
Anas acuta	2498112	2019	12	FR	82
Falco vespertinus	2481062	2019	9	DE	34
Sterna paradisaea	5229230	2017	7	DE	5
Rhea americana	2495165	2020	7	DE	5
Tetrax tetrax	5228228	2019	4	FR	21
Pluvialis squatarola	2480327	2023	4	DE	22
Stercorarius skua	2481618	2021	7	FR	2
Hirundo rustica	9515886	2021	12	FR	8
Melanitta perspicillata	2498246	2021	3	FR	2
Phylloscopus collybita	2493091	2016	11	DE	23
Glareola pratincola	2480757	2016	4	FR	13
Himantopus himantopus	5229126	2020	6	DE	10
Melanitta nigra	2498247	2020	2	DE	12
Hydrocoloeus minutus	6065841	2020	11	DE	13
Charadrius morinellus	2480281	2020	5	DE	10
Fratercula arctica	2481353	2016	9	FR	1
Somateria mollissima	2498352	2021	5	FR	4
Prunella collaris	5231770	2022	10	FR	5
Burhinus oedicnemus	2482100	2020	12	FR	2
Anas bahamensis	2498090	2023	7	DE	2
Callonetta leucophrys	2498384	2024	8	FR	1
Passer italiae	8426551	2022	2	FR	14
Puffinus yelkouan	5229377	2016	4	FR	8
Syrmaticus reevesii	2473477	2017	4	FR	3
Aythya affinis	2498257	2024	4	FR	2
Anser cygnoides	2498034	2023	5	FR	1
Charadrius morinellus	2480281	2024	10	FR	3
Emberiza calandra	7634625	2018	12	DE	5
Emberiza cia	2491498	2018	10	DE	1
Uria aalge	2481342	2018	2	DE	1
Tringa stagnatilis	2481719	2021	7	FR	2
Phylloscopus humei	7341522	2024	3	FR	2
Callonetta leucophrys	2498384	2018	12	FR	1
Acanthis flammea	5231630	2019	8	FR	2
Prunella collaris	5231770	2021	4	DE	1
Motacilla cinerea	2490310	2016	5	FR	47
Bucephala clangula	2498326	2024	12	DE	724
Alauda arvensis	8077224	2018	2	FR	88
Phalacrocorax carbo	2481890	2022	2	DE	1291
Passer domesticus	5231190	2022	4	FR	1804
Bucephala clangula	2498326	2023	12	FR	57
Luscinia megarhynchos	7660710	2024	4	DE	1465
Actitis hypoleucos	2481800	2021	7	FR	251
Cyanistes caeruleus	2487879	2021	6	DE	1372
Corvus cornix	2482515	2022	8	FR	36
Troglodytes troglodytes	5231438	2022	1	FR	669
Parus major	9705453	2020	11	DE	1677
Turdus philomelos	7901064	2023	12	FR	303
Scolopax rusticola	2481700	2018	11	FR	19
Cyanistes caeruleus	2487879	2020	9	DE	1091
Larus cachinnans	2481181	2022	5	DE	176
Sturnus vulgaris	9809229	2018	4	FR	704
Columba palumbus	2495455	2019	2	FR	586
Phalacrocorax carbo	2481890	2022	4	FR	1220
Poecile montanus	2487866	2024	5	DE	132
Hippolais icterina	2493220	2024	5	DE	1007
Larus fuscus	2481174	2023	4	FR	316
Ardea cinerea	9797180	2018	9	FR	563
Stercorarius parasiticus	2481621	2024	5	FR	16
Ardea cinerea	9797180	2017	4	FR	445
Picus viridis	2478523	2024	1	DE	1162
Bucephala clangula	2498326	2020	8	DE	95
Phalacrocorax carbo	2481890	2019	2	FR	475
Tringa totanus	2481714	2024	8	FR	335
Podiceps nigricollis	2482065	2021	1	FR	88
Arenaria interpres	2481776	2020	10	DE	155
Phasianus colchicus	9752149	2023	7	DE	231
Petronia petronia	2492350	2024	6	FR	38
Sylvia communis	2492943	2023	9	FR	187
Delichon urbicum	2489214	2016	4	DE	113
Chloris chloris	5845582	2021	8	FR	294
Circaetus gallicus	2480666	2018	6	FR	44
Grus grus	2474950	2022	10	DE	443
Puffinus gravis	5229343	2024	8	FR	37
Recurvirostra avosetta	2480259	2024	3	FR	230
Anas platyrhynchos	9761484	2018	3	FR	498
Larus argentatus	2481139	2017	4	DE	71
Anthus spinoletta	2490255	2022	2	FR	144
Euodice malabarica	5789082	2024	5	FR	29
Netta rufina	2498180	2022	5	DE	403
Branta leucopsis	5232464	2024	8	DE	218
Ardea alba	9752617	2016	11	DE	120
Spinus spinus	6092830	2018	3	DE	204
Sturnus vulgaris	9809229	2018	6	FR	448
Chroicocephalus ridibundus	6065824	2019	3	FR	434
Pernis apivorus	2480420	2020	7	FR	164
Acrocephalus schoenobaenus	2493129	2017	5	FR	99
Pyrrhocorax graculus	2482553	2022	7	FR	139
Carduelis carduelis	2494686	2019	3	DE	477
Prunella collaris	5231770	2023	9	DE	9
Nycticorax nycticorax	2480863	2020	4	FR	70
Plegadis falcinellus	2480773	2022	2	FR	66
Anthus spinoletta	2490255	2024	10	DE	190
Puffinus griseus	5739277	2020	9	FR	28
Larus fuscus	2481174	2016	6	FR	73
Neophron percnopterus	2480696	2024	9	FR	5
Tringa glareola	2481713	2024	8	DE	477
Emberiza calandra	7634625	2019	9	FR	18
Fringilla montifringilla	2494441	2019	10	FR	146
Lanius excubitor	9444556	2024	11	DE	88
Tringa erythropus	2481725	2023	5	DE	90
Athene noctua	2497266	2024	6	DE	32
Anser indicus	2498035	2020	3	DE	15
Cygnus atratus	2498344	2022	10	DE	24
Dendrocopos major	2477968	2016	2	FR	116
Morus bassanus	2480964	2018	9	FR	31
Calidris alba	2481748	2022	11	DE	26
Lophophanes cristatus	2487883	2017	5	FR	69
Alauda arvensis	8077224	2021	8	DE	148
Mergus serrator	2498375	2016	2	FR	21
Gavia arctica	2481959	2022	10	DE	59
Psittacula krameri	2479226	2019	11	DE	65
Calandrella brachydactyla	2490681	2024	8	FR	14
Circus cyaneus	2480487	2016	10	DE	48
Emberiza schoeniclus	2491557	2022	9	FR	38
Melanitta nigra	2498247	2024	11	FR	54
Picus sharpei	9029556	2024	11	FR	13
Calidris temminckii	2481740	2017	7	FR	8
Botaurus stellaris	2480910	2020	6	DE	30
Bubulcus ibis	2480830	2018	9	FR	165
Emberiza cirlus	7626513	2017	1	FR	60
Aythya ferina	2498255	2019	10	FR	98
Larus michahellis	9413670	2016	4	DE	51
Asio flammeus	2497295	2019	3	FR	5
Monticola solitarius	2490955	2024	6	FR	23
Mergellus albellus	2498285	2024	6	DE	3
Anthus spinoletta	2490255	2023	5	FR	62
Charadrius morinellus	2480281	2016	8	FR	15
Pandion haliaetus	2480726	2018	7	FR	8
Anas crecca	8214667	2017	10	DE	98
Spatula querquedula	9274012	2017	7	FR	25
Turdus torquatus	7865305	2024	4	FR	60
Motacilla flava	9701857	2018	6	DE	98
Amazona oratrix	2479646	2020	11	DE	4
Alauda arvensis	8077224	2018	7	DE	90
Circus pygargus	2480495	2019	7	FR	32
Perdix perdix	2473958	2022	9	DE	18
Bubo bubo	5959092	2024	3	FR	23
Charadrius alexandrinus	2480311	2018	5	DE	9
Athene noctua	2497266	2020	9	FR	38
Charadrius hiaticula	9566659	2019	3	FR	18
Lullula arborea	2490604	2022	1	FR	42
Dryobates minor	9015784	2018	4	DE	43
Picus canus	2478548	2023	4	FR	17
Pluvialis squatarola	2480327	2021	4	DE	7
Asio otus	2497306	2016	4	DE	5
Chlidonias hybrida	2481121	2016	8	DE	4
Charadrius alexandrinus	2480311	2024	5	DE	34
Turdus pilaris	2490737	2021	5	FR	16
Scolopax rusticola	2481700	2023	2	DE	12
Hippolais icterina	2493220	2024	7	FR	7
Phylloscopus trochilus	2493052	2017	3	DE	10
Anthus godlewskii	2490264	2017	2	FR	3
Anser serrirostris	7340170	2021	6	DE	6
Threskiornis aethiopicus	2480764	2016	6	FR	2
Tyto alba	2497921	2017	9	FR	13
Panurus biarmicus	2493367	2022	6	FR	20
Lanius collurio	7745240	2018	4	FR	15
Emberiza cia	2491498	2022	2	DE	12
Platalea leucorodia	2480801	2021	12	DE	1
Gallinago gallinago	2481819	2024	6	FR	3
Chroicocephalus genei	6065810	2021	10	FR	6
Egretta garzetta	2480876	2024	3	DE	18
Calonectris diomedea	2481521	2017	9	FR	2
Gelochelidon nilotica	2481263	2018	7	DE	5
Burhinus oedicnemus	2482100	2016	3	FR	24
Stercorarius pomarinus	2481609	2022	12	FR	2
Upupa epops	2498415	2017	10	FR	1
Anser cygnoides	2498034	2017	4	FR	2
Charadrius morinellus	2480281	2024	5	FR	5
Aquila fasciata	5844449	2016	3	FR	5
Carduelis citrinella	2494632	2017	3	FR	3
Phalacrocorax aristotelis	2481861	2024	11	DE	2
Aegypius monachus	5229165	2016	9	FR	1
Phalaropus fulicarius	5229390	2020	9	DE	1
Puffinus griseus	5739277	2016	12	FR	3
Aix sponsa	2498387	2016	5	DE	3
Callonetta leucophrys	2498384	2023	3	FR	5
Anthus spinoletta	2490255	2016	8	DE	1
Acrocephalus paludicola	2493114	2022	4	FR	1
Branta bernicla	5232446	2023	7	DE	1
Alca torda	8277073	2018	2	FR	4
Phalaropus fulicarius	5229390	2019	10	DE	2
Anas undulata	2498156	2023	12	DE	1
Clamator glandarius	2496464	2017	2	FR	2
Tichodroma muraria	2484918	2016	10	FR	2
Hydrobates pelagicus	4408455	2016	4	FR	1
Aquila chrysaetos	2480506	2024	1	DE	1
Galerida theklae	9330514	2016	4	FR	1
Stercorarius longicaudus	2481613	2024	8	FR	1
Tringa flavipes	2481721	2020	1	FR	1
Nycticorax nycticorax	2480863	2021	2	DE	1
Oenanthe hispanica	5231235	2023	9	FR	1
Fringilla coelebs	2494422	2020	3	DE	1523
Phalacrocorax carbo	2481890	2023	9	DE	1762
Ficedula hypoleuca	2492606	2018	4	FR	56
Jynx torquilla	8012314	2024	5	DE	541
Parus major	9705453	2024	6	FR	1918
Sylvia communis	2492943	2023	5	FR	877
Columba livia	2495414	2023	12	DE	880
Thalasseus sandvicensis	2481240	2024	5	FR	242
Troglodytes troglodytes	5231438	2020	1	FR	520
Spinus spinus	6092830	2023	7	DE	72
Anas platyrhynchos	9761484	2020	5	DE	2064
Erithacus rubecula	2492462	2022	7	DE	1116
Ciconia ciconia	2481912	2019	10	FR	56
Anthus spinoletta	2490255	2018	3	DE	31
Fringilla coelebs	2494422	2019	4	FR	1091
Larus canus	7982160	2024	8	DE	355
Streptopelia decaocto	2495696	2019	7	FR	741
Emberiza citrinella	2491534	2020	1	DE	213
Troglodytes troglodytes	5231438	2018	6	FR	311
Corvus frugilegus	2482513	2022	10	DE	470
Turdus iliacus	2490781	2019	4	FR	29
Regulus regulus	2484596	2024	5	FR	301
Turdus viscivorus	2490774	2019	7	FR	123
Calidris alba	2481748	2021	1	FR	99
Turdus pilaris	2490737	2020	6	DE	260
Scolopax rusticola	2481700	2024	1	DE	28
Caprimulgus europaeus	8109681	2023	5	FR	109
Chlidonias niger	2481119	2018	5	DE	86
Ciconia ciconia	2481912	2021	5	DE	850
Aythya ferina	2498255	2022	5	DE	359
Haliaeetus albicilla	2480449	2017	10	DE	40
Ciconia ciconia	2481912	2022	5	FR	375
Upupa epops	2498415	2016	7	FR	68
Certhia brachydactyla	7806848	2018	9	FR	190
Glaucidium passerinum	5232162	2021	9	DE	7
Carduelis carduelis	2494686	2019	6	DE	438
Turdus pilaris	2490737	2020	5	DE	455
Alauda arvensis	8077224	2016	3	FR	169
Garrulus glandarius	5229493	2016	9	FR	211
Falco tinnunculus	9616058	2017	8	DE	291
Saxicola rubicola	4408759	2017	9	DE	33
Sylvia hortensis	2492944	2021	6	FR	24
Falco subbuteo	2481035	2022	5	FR	182
Garrulus glandarius	5229493	2018	12	DE	330
Tringa erythropus	2481725	2016	9	FR	42
Tringa nebularia	2481726	2021	3	FR	44
Alopochen aegyptiaca	2498252	2023	5	FR	118
Larus fuscus	2481174	2019	2	DE	4
Streptopelia decaocto	2495696	2021	1	FR	483
Luscinia svecica	4408732	2021	11	FR	1
Haematopus ostralegus	7788295	2024	7	DE	396
Emberiza citrinella	2491534	2024	7	FR	305
Uria aalge	2481342	2021	9	DE	12
Podiceps nigricollis	2482065	2017	2	DE	12
Caprimulgus europaeus	8109681	2021	7	FR	58
Motacilla cinerea	2490310	2021	5	FR	151
Corvus corax	2482492	2017	10	FR	53
Sternula albifrons	5789279	2020	5	FR	84
Otis tarda	2474921	2018	11	DE	4
Mergus serrator	2498375	2016	6	DE	4
Mergus merganser	9537647	2018	12	FR	54
Anas acuta	2498112	2022	9	DE	140
Calidris alpina	2481759	2024	12	DE	44
Cygnus cygnus	2498347	2023	2	DE	134
Alopochen aegyptiaca	2498252	2022	1	FR	86
Alopochen aegyptiaca	2498252	2023	6	FR	83
Passer montanus	5231198	2017	12	DE	88
Hirundo rustica	9515886	2020	3	FR	177
Podiceps nigricollis	2482065	2016	10	FR	25
Psittacula krameri	2479226	2023	12	FR	299
Tachybaptus ruficollis	2482048	2018	5	FR	81
Acrocephalus arundinaceus	2493128	2020	5	FR	84
Thalasseus sandvicensis	2481240	2018	5	FR	37
Podiceps cristatus	2482054	2016	4	FR	206
Perdix perdix	2473958	2021	12	FR	9
Ardea alba	9752617	2020	6	FR	145
Ciconia ciconia	2481912	2021	11	DE	38
Anthus spinoletta	2490255	2022	9	FR	89
Somateria mollissima	2498352	2019	11	DE	32
Charadrius alexandrinus	2480311	2024	4	DE	11
Grus grus	2474950	2017	2	DE	60
Ichthyaetus melanocephalus	8151548	2024	11	FR	143
Picus canus	2478548	2023	11	DE	10
Ficedula parva	2492605	2020	10	FR	31
Jynx torquilla	8012314	2022	4	FR	88
Pluvialis apricaria	2480332	2024	11	DE	72
Accipiter nisus	2480637	2021	11	DE	184
Turdus pilaris	2490737	2018	10	DE	164
Pyrrhocorax pyrrhocorax	2482552	2021	8	FR	74
Numenius arquata	2481792	2020	2	DE	67
Lanius excubitor	9444556	2022	3	DE	36
Acrocephalus melanopogon	2493124	2024	10	FR	11
Phylloscopus inornatus	2493095	2018	11	FR	36
Sterna paradisaea	5229230	2022	8	DE	18
Gavia arctica	2481959	2024	11	DE	63
Riparia riparia	2489160	2018	4	DE	51
Haematopus ostralegus	7788295	2018	9	FR	37
Tringa nebularia	2481726	2017	7	FR	60
Certhia familiaris	2487603	2020	10	DE	57
Anser indicus	2498035	2019	6	DE	18
Turdus torquatus	7865305	2020	10	DE	55
Branta bernicla	5232446	2017	5	DE	20
Lyrurus tetrix	2473682	2016	7	FR	1
Sylvia curruca	2492960	2023	10	DE	29
Pyrrhula pyrrhula	2494543	2023	11	FR	46
Hydroprogne caspia	2481236	2019	10	FR	13
Luscinia svecica	4408732	2024	9	FR	40
Oxyura jamaicensis	2498305	2022	1	DE	4
Podilymbus podiceps	2482077	2020	8	FR	4
Phalacrocorax aristotelis	2481861	2018	5	FR	28
Turdus viscivorus	2490774	2021	8	DE	48
Emberiza schoeniclus	2491557	2016	5	FR	73
Lophodytes cucullatus	2498408	2020	3	DE	2
Mareca penelope	8000602	2017	3	DE	89
Haematopus ostralegus	7788295	2016	4	DE	32
Coturnix coturnix	2474156	2020	5	DE	61
Regulus ignicapilla	6093527	2016	11	DE	25
Otus scops	2497701	2024	10	FR	5
Haematopus ostralegus	7788295	2020	6	FR	38
Tyto alba	2497921	2018	5	DE	9
Passer italiae	8426551	2022	1	FR	20
Ptyonoprogne rupestris	4408796	2023	7	DE	9
Sylvia curruca	2492960	2020	8	FR	17
Actitis hypoleucos	2481800	2016	7	DE	48
Alca torda	8277073	2016	3	FR	2
Curruca iberiae	10700636	2021	8	FR	16
Puffinus yelkouan	5229377	2022	11	FR	5
Cygnus cygnus	2498347	2020	2	FR	5
Alca torda	8277073	2023	11	FR	31
Alca torda	8277073	2022	5	FR	21
Botaurus stellaris	2480910	2017	3	DE	6
Linaria flavirostris	7668711	2018	10	DE	18
