species	specieskey	year	month	countrycode	occurrences
Actitis hypoleucos	2481800	2017	4	FR	175
Thalasseus sandvicensis	2481240	2022	8	DE	55
Panurus biarmicus	2493367	2019	6	DE	16
Loxia curvirostra	9629160	2016	10	FR	31
Corvus frugilegus	2482513	2019	7	DE	36
Acanthis flammea	5231630	2019	2	DE	27
Calidris alba	2481748	2018	8	FR	45
Tringa erythropus	2481725	2016	7	DE	19
Tringa nebularia	2481726	2016	11	FR	7
Alopochen aegyptiaca	2498252	2021	10	FR	48
Porphyrio porphyrio	2474416	2016	1	FR	7
Cygnus cygnus	2498347	2022	8	DE	16
Corvus cornix	2482515	2023	6	FR	40
Pluvialis squatarola	2480327	2018	2	FR	19
Cinclus cinclus	2495093	2023	10	FR	46
Tringa nebularia	2481726	2023	6	FR	21
Tadorna tadorna	2498009	2018	9	FR	58
Falco subbuteo	2481035	2021	8	DE	108
Phalacrocorax aristotelis	2481861	2017	9	DE	2
Cygnus atratus	2498344	2019	9	FR	18
Gelochelidon nilotica	2481263	2016	7	FR	18
Haliaeetus albicilla	2480449	2024	2	FR	12
Corvus cornix	2482515	2016	7	FR	21
Scolopax rusticola	2481700	2016	11	FR	6
Fulmarus glacialis	2481433	2024	10	FR	3
Ficedula albicollis	2492601	2019	5	FR	6
Sylvia borin	2492942	2021	9	DE	31
Pandion haliaetus	2480726	2021	10	DE	12
Certhia familiaris	2487603	2021	11	FR	23
Calcarius lapponicus	2491678	2019	11	DE	8
Mergus merganser	9537647	2021	8	FR	12
Buteo rufinus	2480564	2022	10	FR	9
Chlidonias hybrida	2481121	2023	9	FR	44
Cinclus cinclus	2495093	2016	11	DE	14
Perdix perdix	2473958	2020	1	FR	7
Rissa tridactyla	2481205	2017	9	FR	15
Sylvia atricapilla	2492956	2018	11	DE	6
Clamator glandarius	2496464	2016	9	FR	1
Rhea americana	2495165	2024	9	DE	6
Falco columbarius	9813242	2024	11	FR	36
Sylvia curruca	2492960	2018	5	FR	28
Saxicola maurus	5846290	2024	6	DE	6
Eremophila alpestris	9415596	2019	3	DE	4
Anser cygnoides	2498034	2022	1	FR	6
Spatula hottentota	9496048	2024	5	DE	7
Anser brachyrhynchus	2498024	2022	12	FR	1
Bubo bubo	5959092	2017	5	FR	17
Limosa limosa	2481685	2018	10	DE	2
Petronia petronia	2492350	2021	12	FR	6
Sylvia nisoria	2492955	2019	5	DE	9
Gavia stellata	2481958	2018	2	DE	4
Apus apus	5228676	2022	10	DE	2
Ciconia nigra	2481909	2023	1	DE	3
Psittacula eupatria	5229055	2022	9	DE	3
Streptopelia turtur	2495708	2021	10	FR	2
Geronticus eremita	2480770	2023	12	DE	9
Recurvirostra avosetta	2480259	2020	11	FR	4
Gyps fulvus	2480389	2023	4	DE	1
Callonetta leucophrys	2498384	2023	7	DE	3
Lophodytes cucullatus	2498408	2022	1	DE	1
Chlidonias leucopterus	2481120	2016	9	FR	3
Charadrius morinellus	2480281	2017	4	FR	3
Eremophila alpestris	9415596	2023	1	FR	3
Fringilla montifringilla	2494441	2024	9	FR	1
Asio otus	2497306	2016	8	DE	1
Anas bahamensis	2498090	2020	3	FR	1
Ficedula albicollis	2492601	2021	9	FR	1
Amazona oratrix	2479646	2017	1	DE	1
Phylloscopus collybita	2493091	2023	5	DE	5628
Acrocephalus palustris	2493136	2023	6	DE	645
Alca torda	8277073	2022	10	FR	105
Columba palumbus	2495455	2021	10	FR	1066
Chloris chloris	5845582	2021	5	DE	1431
Fringilla coelebs	2494422	2022	7	FR	1392
Columba livia	2495414	2023	2	DE	726
Scolopax rusticola	2481700	2024	11	DE	50
Ardea alba	9752617	2024	2	DE	1207
Phalacrocorax aristotelis	2481861	2017	5	DE	1
Alcedo atthis	2475532	2019	8	DE	201
Phylloscopus collybita	2493091	2018	7	FR	254
Corvus corax	2482492	2021	6	DE	350
Parus major	9705453	2019	1	FR	538
Milvus milvus	5229168	2018	7	DE	199
Alcedo atthis	2475532	2024	1	FR	459
Motacilla alba	9687165	2024	5	FR	1681
Pica pica	5229490	2017	4	DE	336
Falco peregrinus	2481047	2024	3	DE	160
Emberiza citrinella	2491534	2022	1	DE	443
Tachybaptus ruficollis	2482048	2022	6	FR	151
Podiceps cristatus	2482054	2016	5	FR	148
Pyrrhula pyrrhula	2494543	2021	7	FR	119
Buteo buteo	2480537	2019	5	DE	775
Egretta garzetta	2480876	2016	12	FR	191
Corvus frugilegus	2482513	2018	5	DE	89
Regulus ignicapilla	6093527	2021	4	FR	327
Falco peregrinus	2481047	2020	6	DE	55
Turdus iliacus	2490781	2020	11	DE	355
Corvus corax	2482492	2020	8	FR	235
Locustella luscinioides	2493551	2021	4	FR	46
Pandion haliaetus	2480726	2024	5	DE	336
Turdus iliacus	2490781	2023	3	FR	237
Larus argentatus	2481139	2018	8	FR	239
Burhinus oedicnemus	2482100	2021	5	FR	99
Larus argentatus	2481139	2017	12	FR	167
Aix galericulata	2498388	2017	10	FR	10
Psittacula krameri	2479226	2023	8	DE	129
Podiceps cristatus	2482054	2019	1	FR	242
Tringa totanus	2481714	2019	4	DE	104
Calidris alba	2481748	2022	8	FR	59
Serinus serinus	2494200	2023	10	DE	122
Cinclus cinclus	2495093	2022	6	DE	41
Anas acuta	2498112	2021	4	FR	73
Emberiza citrinella	2491534	2019	10	FR	90
Ptyonoprogne rupestris	4408796	2024	4	FR	246
Tringa nebularia	2481726	2019	9	DE	130
Geronticus eremita	2480770	2022	6	DE	5
Tadorna ferruginea	2498015	2019	6	DE	35
Phoenicurus ochruros	5739315	2022	2	FR	180
Apus apus	5228676	2023	9	DE	54
Serinus serinus	2494200	2020	11	DE	16
Larus argentatus	2481139	2020	6	FR	163
Falco subbuteo	2481035	2019	9	FR	100
Branta canadensis	5232437	2019	12	FR	70
Lophophanes cristatus	2487883	2017	1	FR	59
Bubulcus ibis	2480830	2017	12	FR	38
Carduelis corsicana	4408961	2022	8	FR	18
Prunella modularis	5231763	2018	8	FR	89
Regulus regulus	2484596	2022	3	FR	120
Cettia cetti	2493012	2019	7	FR	77
Mergus merganser	9537647	2019	7	DE	21
Tringa totanus	2481714	2022	3	DE	75
Asio otus	2497306	2021	8	DE	17
Carduelis corsicana	4408961	2019	8	FR	8
Panurus biarmicus	2493367	2021	3	DE	15
Dendrocoptes medius	8773033	2021	7	DE	64
Poecile montanus	2487866	2022	4	FR	30
Circaetus gallicus	2480666	2018	4	FR	55
Lanius meridionalis	7341500	2022	10	FR	8
Anser indicus	2498035	2017	7	DE	17
Cygnus columbianus	2498338	2020	2	FR	21
Recurvirostra avosetta	2480259	2016	11	FR	13
Ficedula parva	2492605	2020	6	DE	15
Clangula hyemalis	2498273	2021	1	DE	30
Mergellus albellus	2498285	2022	4	DE	19
Puffinus gravis	5229343	2022	9	FR	16
Emberiza calandra	7634625	2021	12	DE	12
Microcarbo pygmaeus	10095118	2021	12	DE	13
Streptopelia turtur	2495708	2024	4	DE	34
Strix aluco	9282206	2019	11	FR	27
Gallinago gallinago	2481819	2016	6	DE	5
Sylvia nana	2492963	2018	10	DE	17
Rallus aquaticus	2474831	2016	6	DE	16
Motacilla flava	9701857	2019	3	DE	9
Branta leucopsis	5232464	2017	1	FR	22
Picoides tridactylus	2477804	2016	7	DE	3
Sylvia borin	2492942	2017	10	FR	5
Sitta whiteheadi	2484886	2017	5	FR	14
Milvus migrans	5229167	2021	11	FR	4
Picus canus	2478548	2021	7	FR	6
Gavia stellata	2481958	2016	12	DE	11
Charadrius alexandrinus	2480311	2016	1	FR	2
Anthus cervinus	2490283	2018	10	DE	12
Phylloscopus schwarzi	2493063	2018	10	DE	17
Alca torda	8277073	2023	1	DE	5
Luscinia megarhynchos	7660710	2016	7	DE	5
Puffinus griseus	5739277	2022	10	DE	13
Galerida theklae	9330514	2022	6	FR	2
Linaria flavirostris	7668711	2018	11	DE	8
Pterocles alchata	2480204	2018	1	FR	2
Porzana porzana	2474621	2016	4	FR	7
Asio flammeus	2497295	2017	4	DE	4
Emberiza cia	2491498	2021	11	DE	4
Charadrius alexandrinus	2480311	2023	4	DE	7
Rissa tridactyla	2481205	2016	8	DE	3
Ficedula albicollis	2492601	2024	8	DE	1
Cepphus grylle	2481312	2017	11	FR	2
Otis tarda	2474921	2019	12	DE	2
Anas bahamensis	2498090	2022	9	DE	1
Pyrrhocorax graculus	2482553	2017	1	DE	2
Falco vespertinus	2481062	2018	9	DE	1
Acrocephalus schoenobaenus	2493129	2018	10	DE	1
Tringa glareola	2481713	2023	1	FR	2
Ardea alba	9752617	2023	1	DE	1088
Chroicocephalus ridibundus	6065824	2021	5	DE	1207
Turdus merula	2490719	2021	10	FR	1216
Panurus biarmicus	2493367	2019	2	DE	18
Coccothraustes coccothraustes	2494329	2024	10	DE	1004
Regulus regulus	2484596	2024	5	DE	534
Troglodytes troglodytes	5231438	2022	9	FR	434
Ptyonoprogne rupestris	4408796	2018	7	FR	80
Larus michahellis	9413670	2022	5	DE	406
Emberiza schoeniclus	2491557	2016	4	DE	136
Sturnus vulgaris	9809229	2021	7	FR	688
Chloris chloris	5845582	2022	12	DE	709
Passer domesticus	5231190	2024	9	FR	1467
Chloris chloris	5845582	2024	5	DE	3108
Alopochen aegyptiaca	2498252	2018	9	DE	214
Somateria mollissima	2498352	2021	8	DE	84
Tadorna tadorna	2498009	2024	11	DE	129
Certhia brachydactyla	7806848	2023	9	DE	1193
Pluvialis apricaria	2480332	2021	10	FR	108
Passer domesticus	5231190	2016	1	FR	289
Pyrrhula pyrrhula	2494543	2022	3	FR	83
Vanellus vanellus	2480242	2019	2	DE	135
Corvus corone	9409796	2019	8	FR	1025
Circus pygargus	2480495	2016	7	FR	54
Vanellus vanellus	2480242	2018	5	DE	279
Chroicocephalus ridibundus	6065824	2021	11	DE	557
Fringilla coelebs	2494422	2018	8	FR	325
Phoenicopterus roseus	4352332	2022	12	FR	240
Turdus philomelos	7901064	2022	7	FR	415
Prunella modularis	5231763	2024	12	DE	319
Phoenicurus ochruros	5739315	2021	9	FR	407
Aix galericulata	2498388	2022	6	FR	9
Turdus merula	2490719	2016	7	FR	483
Tringa erythropus	2481725	2021	7	DE	63
Prunella modularis	5231763	2016	4	FR	227
Milvus migrans	5229167	2021	8	DE	139
Alauda arvensis	8077224	2019	1	FR	67
Motacilla cinerea	2490310	2019	3	DE	109
Emberiza citrinella	2491534	2016	3	FR	69
Uria aalge	2481342	2020	1	FR	17
Ichthyaetus melanocephalus	8151548	2024	1	FR	198
Motacilla cinerea	2490310	2021	6	DE	142
Fulica atra	2474377	2016	2	FR	138
Larus fuscus	2481174	2022	3	DE	84
Circus cyaneus	2480487	2018	2	FR	34
Delichon urbicum	2489214	2016	9	DE	87
Platalea leucorodia	2480801	2017	7	FR	56
Charadrius hiaticula	9566659	2019	10	FR	153
Sylvia atricapilla	2492956	2017	1	FR	153
Somateria mollissima	2498352	2022	11	FR	13
Oenanthe hispanica	5231235	2021	5	FR	17
Tadorna tadorna	2498009	2016	10	FR	62
Botaurus stellaris	2480910	2024	2	DE	23
Calidris alba	2481748	2016	8	FR	38
Pyrrhula pyrrhula	2494543	2016	3	DE	62
Arenaria interpres	2481776	2016	3	FR	32
Saxicola rubicola	4408759	2017	6	DE	62
Tringa totanus	2481714	2017	8	DE	37
Puffinus puffinus	5229380	2024	9	FR	46
Pyrrhula pyrrhula	2494543	2019	7	FR	74
Cettia cetti	2493012	2017	6	FR	78
Dryocopus martius	2477872	2022	12	DE	216
Stercorarius longicaudus	2481613	2020	9	FR	5
Plegadis falcinellus	2480773	2018	9	FR	37
Gavia immer	2481962	2016	12	FR	26
Recurvirostra avosetta	2480259	2024	12	DE	11
Apus pallidus	5228695	2017	6	FR	17
Larus marinus	2481172	2021	2	DE	41
Asio flammeus	2497295	2021	5	DE	13
Delichon urbicum	2489214	2021	10	DE	19
Spinus spinus	6092830	2020	8	DE	27
Morus bassanus	2480964	2022	4	DE	25
Picus sharpei	9029556	2021	10	FR	4
Tetrastes bonasia	2473663	2021	2	FR	3
Threskiornis aethiopicus	2480764	2022	2	FR	10
Mareca sibilatrix	9508460	2019	4	DE	1
Tringa stagnatilis	2481719	2018	7	FR	3
Fratercula arctica	2481353	2023	8	FR	4
Aquila chrysaetos	2480506	2019	5	DE	4
Ciconia nigra	2481909	2017	10	FR	9
Actitis hypoleucos	2481800	2017	11	FR	20
Galerida theklae	9330514	2018	9	FR	1
Hydrocoloeus minutus	6065841	2016	2	FR	2
Tringa totanus	2481714	2021	12	DE	13
Anser indicus	2498035	2018	12	DE	7
Branta hutchinsii	5232452	2023	12	DE	1
Lanius collurio	7745240	2023	10	FR	5
Uria aalge	2481342	2021	8	FR	7
Anser indicus	2498035	2017	2	FR	1
Larus hyperboreus	2481127	2020	3	FR	1
Dendrocygna bicolor	2498402	2022	5	FR	1
Muscicapa striata	2492576	2019	11	FR	1
Leucophaeus pipixcan	5846430	2017	11	FR	1
Anas castanea	2498097	2023	4	DE	1
Podiceps cristatus	2482054	2024	3	DE	1310
Gallinula chloropus	5228199	2016	6	FR	145
Passer montanus	5231198	2021	10	DE	499
Emberiza schoeniclus	2491557	2024	6	DE	826
Cygnus olor	2498343	2022	10	DE	1022
Sylvia atricapilla	2492956	2023	10	FR	840
Tadorna tadorna	2498009	2022	4	FR	688
Coccothraustes coccothraustes	2494329	2021	3	DE	447
Cyanistes caeruleus	2487879	2021	5	DE	2965
Sylvia atricapilla	2492956	2022	6	DE	2510
Parus major	9705453	2021	10	DE	2380
Limosa lapponica	2481681	2021	9	FR	95
Aythya fuligula	2498261	2024	7	DE	655
Erithacus rubecula	2492462	2024	5	DE	4781
Garrulus glandarius	5229493	2019	10	FR	562
Passer montanus	5231198	2022	5	DE	634
Merops apiaster	2475443	2021	8	FR	221
Emberiza cirlus	7626513	2024	3	FR	414
Phylloscopus collybita	2493091	2021	5	FR	1153
Corvus corax	2482492	2023	7	DE	558
Haematopus ostralegus	7788295	2021	8	FR	136
Erithacus rubecula	2492462	2017	5	DE	326
Motacilla alba	9687165	2023	12	DE	314
Arenaria interpres	2481776	2020	11	FR	37
Certhia brachydactyla	7806848	2017	5	FR	185
Garrulus glandarius	5229493	2017	8	DE	168
Turdus viscivorus	2490774	2022	2	FR	298
Bucephala clangula	2498326	2022	5	DE	187
Alopochen aegyptiaca	2498252	2019	5	DE	550
Limosa limosa	2481685	2016	7	FR	17
Fringilla coelebs	2494422	2019	10	FR	841
Anser anser	2498036	2019	1	DE	390
Columba oenas	2495471	2020	9	FR	73
Sylvia undata	2492949	2024	5	FR	171
Regulus regulus	2484596	2020	5	DE	149
Phoenicurus ochruros	5739315	2020	1	FR	184
Netta rufina	2498180	2018	12	FR	36
Columba palumbus	2495455	2019	7	DE	870
Anas platyrhynchos	9761484	2016	10	DE	293
Cyanistes caeruleus	2487879	2017	3	DE	592
Poecile montanus	2487866	2017	11	FR	10
Buteo buteo	2480537	2016	2	DE	159
Aythya fuligula	2498261	2023	7	DE	586
Actitis hypoleucos	2481800	2023	9	DE	357
Phylloscopus collybita	2493091	2024	2	DE	94
Falco peregrinus	2481047	2021	9	DE	97
Loxia curvirostra	9629160	2023	2	FR	29
Podiceps nigricollis	2482065	2021	4	FR	106
Regulus ignicapilla	6093527	2016	4	DE	68
Anthus spinoletta	2490255	2019	12	FR	78
Phalacrocorax aristotelis	2481861	2022	11	FR	76
Ardea purpurea	2480934	2024	7	FR	214
Phoenicurus phoenicurus	5739317	2023	3	FR	52
Parus major	9705453	2017	11	DE	449
Branta bernicla	5232446	2024	2	DE	33
Melanitta nigra	2498247	2023	2	FR	41
Calidris ferruginea	2481741	2020	7	DE	54
Anser indicus	2498035	2023	8	FR	19
Sterna hirundo	9367409	2019	7	FR	248
Regulus regulus	2484596	2017	6	DE	33
Psittacula krameri	2479226	2020	7	FR	107
Streptopelia turtur	2495708	2019	6	FR	163
Alca torda	8277073	2021	11	DE	21
Numenius phaeopus	2481784	2023	6	DE	11
Scolopax rusticola	2481700	2020	5	DE	39
Clamator glandarius	2496464	2023	4	FR	27
Arenaria interpres	2481776	2023	1	FR	163
Arenaria interpres	2481776	2018	5	DE	28
Hydrocoloeus minutus	6065841	2018	3	FR	14
Pandion haliaetus	2480726	2020	4	DE	92
Pluvialis apricaria	2480332	2019	2	FR	31
Charadrius hiaticula	9566659	2021	6	FR	17
Mareca strepera	9362027	2016	5	FR	64
Haematopus ostralegus	7788295	2016	1	FR	71
Chlidonias hybrida	2481121	2016	11	FR	8
Emberiza citrinella	2491534	2017	1	DE	76
Sterna paradisaea	5229230	2019	5	FR	3
Corvus cornix	2482515	2016	4	DE	44
Phoenicopterus roseus	4352332	2017	7	FR	53
Asio otus	2497306	2020	12	DE	37
Turdus viscivorus	2490774	2016	6	DE	32
Rissa tridactyla	2481205	2023	11	FR	53
Alauda arvensis	8077224	2017	8	DE	29
Podiceps nigricollis	2482065	2018	2	FR	31
Branta canadensis	5232437	2017	12	DE	93
Lanius excubitor	9444556	2018	1	DE	19
Oenanthe oenanthe	5231240	2019	10	DE	80
Columba oenas	2495471	2023	1	DE	100
Morus bassanus	2480964	2024	4	FR	99
Mareca strepera	9362027	2017	1	FR	107
Tetrax tetrax	5228228	2018	5	FR	35
Gavia stellata	2481958	2016	1	FR	26
Anthus spinoletta	2490255	2023	9	DE	24
Calidris alpina	2481759	2019	5	DE	29
Eremophila alpestris	9415596	2022	5	FR	1
Calidris alba	2481748	2018	10	FR	29
Marmaronetta angustirostris	2498390	2020	9	FR	12
Turdus philomelos	7901064	2016	11	DE	18
Aegypius monachus	5229165	2019	5	DE	2
Acrocephalus schoenobaenus	2493129	2018	3	FR	3
Aegypius monachus	5229165	2020	9	FR	3
Motacilla flava	9701857	2018	3	FR	25
Ptyonoprogne rupestris	4408796	2019	6	DE	7
Phalaropus lobatus	5739290	2024	2	FR	1
Phalaropus fulicarius	5229390	2021	6	DE	2
Aythya nyroca	2498259	2022	3	FR	5
Aythya nyroca	2498259	2020	12	DE	19
Otis tarda	2474921	2020	7	DE	3
Oenanthe isabellina	5231245	2021	9	FR	1
Ficedula parva	2492605	2022	7	DE	5
Dendrocoptes medius	8773033	2017	4	FR	27
Dendrocoptes medius	8773033	2016	6	DE	9
Emberiza calandra	7634625	2023	9	DE	43
Falco columbarius	9813242	2018	2	DE	4
Calidris canutus	2481765	2018	4	DE	6
Stercorarius parasiticus	2481621	2020	8	DE	4
Gallinago media	2481831	2023	5	DE	6
Petronia petronia	2492350	2016	5	FR	6
Aix galericulata	2498388	2016	4	FR	2
Gavia immer	2481962	2017	3	FR	2
Rissa tridactyla	2481205	2022	1	DE	14
Tadorna ferruginea	2498015	2016	10	DE	21
Perdix perdix	2473958	2016	6	DE	10
Pelecanus crispus	2480353	2016	9	FR	4
Tringa stagnatilis	2481719	2023	9	FR	16
Lanius meridionalis	7341500	2018	11	FR	6
Fulmarus glacialis	2481433	2019	5	DE	4
Tyto alba	2497921	2016	2	FR	13
Remiz pendulinus	2487385	2024	4	FR	10
Anser indicus	2498035	2016	12	FR	1
Tyto alba	2497921	2017	10	DE	2
Melanitta fusca	2498238	2019	9	DE	1
Motacilla citreola	2490307	2018	9	DE	1
Elanus caeruleus	2480372	2018	3	FR	1
Calidris maritima	2481743	2018	1	DE	2
Lanius minor	2492854	2017	7	DE	1
Calidris temminckii	2481740	2020	12	FR	2
Gallinago media	2481831	2022	5	FR	1
Stercorarius pomarinus	2481609	2016	12	DE	1
Lyrurus tetrix	2473682	2017	3	FR	1
Aix sponsa	2498387	2019	3	FR	1
Aquila heliaca	2480500	2024	3	FR	1
Lanius excubitor	9444556	2024	5	FR	1
Aix sponsa	2498387	2016	6	DE	1
Calidris alba	2481748	2016	2	DE	1
Ardea purpurea	2480934	2023	8	FR	246
Gallinula chloropus	5228199	2020	1	DE	236
Turdus merula	2490719	2020	1	DE	1151
Corvus corone	9409796	2024	5	FR	3499
Periparus ater	2487871	2020	7	DE	107
Mergus merganser	9537647	2024	2	DE	845
Luscinia megarhynchos	7660710	2021	5	DE	1452
Buteo buteo	2480537	2019	10	DE	693
Motacilla cinerea	2490310	2022	8	FR	253
Anas crecca	8214667	2019	9	DE	243
Mareca strepera	9362027	2024	10	FR	187
Turdus pilaris	2490737	2020	3	FR	65
Calidris pugnax	8250742	2020	5	DE	151
Numenius arquata	2481792	2021	10	DE	220
Corvus corone	9409796	2022	12	FR	1932
Sylvia curruca	2492960	2018	4	DE	171
Garrulus glandarius	5229493	2023	2	FR	645
Turdus philomelos	7901064	2024	10	FR	1064
Ardea alba	9752617	2024	12	DE	1378
Gallinago gallinago	2481819	2024	7	DE	195
Larus canus	7982160	2017	7	FR	40
Oriolus oriolus	2488949	2022	6	FR	379
Acrocephalus scirpaceus	2493118	2021	5	FR	486
Delichon urbicum	2489214	2016	6	FR	267
Dendrocopos major	2477968	2016	3	FR	165
Actitis hypoleucos	2481800	2019	8	FR	391
Hydrocoloeus minutus	6065841	2022	9	DE	27
Phoenicurus phoenicurus	5739317	2017	9	DE	56
Buteo buteo	2480537	2018	4	DE	487
Egretta garzetta	2480876	2019	5	FR	441
Anas crecca	8214667	2020	12	FR	240
Larus argentatus	2481139	2022	12	FR	402
Recurvirostra avosetta	2480259	2021	11	FR	39
Platalea leucorodia	2480801	2024	11	FR	106
Alcedo atthis	2475532	2021	1	DE	511
Phoenicopterus roseus	4352332	2020	9	FR	203
Tetrastes bonasia	2473663	2019	7	FR	4
Dryobates minor	9015784	2017	3	FR	26
Melanocorypha calandra	2490613	2024	5	DE	18
Falco subbuteo	2481035	2016	8	FR	74
Dendrocopos major	2477968	2016	5	FR	198
Garrulus glandarius	5229493	2018	5	DE	304
Anas platyrhynchos	9761484	2017	7	FR	336
Spatula querquedula	9274012	2024	7	DE	75
Panurus biarmicus	2493367	2024	5	FR	75
Ptyonoprogne rupestris	4408796	2021	5	FR	84
Branta bernicla	5232446	2024	2	FR	200
Cairina moschata	9751099	2018	10	DE	1
Serinus serinus	2494200	2016	4	FR	200
Streptopelia decaocto	2495696	2017	3	DE	101
Poecile montanus	2487866	2021	3	FR	24
Lanius meridionalis	7341500	2020	8	FR	18
Vanellus vanellus	2480242	2022	1	DE	129
Tringa erythropus	2481725	2020	7	DE	76
Cygnus cygnus	2498347	2016	1	DE	32
Geronticus eremita	2480770	2023	7	DE	9
Podiceps grisegena	2482051	2022	4	DE	106
Anthus trivialis	2490246	2016	5	DE	69
Corvus frugilegus	2482513	2021	2	FR	202
Calidris temminckii	2481740	2016	8	FR	20
Loxia curvirostra	9629160	2024	3	FR	88
Spatula clypeata	8332393	2017	12	FR	105
Porphyrio porphyrio	2474416	2021	5	FR	43
Haliaeetus albicilla	2480449	2018	1	DE	30
Haematopus ostralegus	7788295	2019	9	FR	115
Branta bernicla	5232446	2016	1	FR	96
Ardeola ralloides	2480906	2024	5	DE	12
Calidris canutus	2481765	2019	12	FR	6
Regulus ignicapilla	6093527	2021	1	DE	32
Sylvia conspicillata	2492959	2023	3	FR	23
Tachybaptus ruficollis	2482048	2017	3	FR	147
Circus aeruginosus	2480482	2018	10	DE	35
Alca torda	8277073	2023	5	FR	19
Podiceps nigricollis	2482065	2017	1	FR	61
Calidris minuta	2481749	2022	10	DE	64
Phoenicopterus chilensis	2481110	2024	6	DE	8
Callonetta leucophrys	2498384	2023	9	DE	8
Platalea leucorodia	2480801	2017	4	DE	19
Phylloscopus bonelli	2493070	2024	5	DE	27
Anthus spinoletta	2490255	2021	9	FR	46
Corvus frugilegus	2482513	2017	12	FR	47
Circus pygargus	2480495	2023	9	FR	40
Pernis apivorus	2480420	2017	6	FR	41
Pluvialis apricaria	2480332	2024	3	DE	43
Anser cygnoides	2498034	2024	5	FR	9
Puffinus mauretanicus	5229360	2022	8	FR	40
Mergellus albellus	2498285	2016	1	FR	10
Netta rufina	2498180	2021	8	FR	53
Pandion haliaetus	2480726	2018	4	FR	32
Pluvialis squatarola	2480327	2019	9	FR	44
Aix galericulata	2498388	2018	12	FR	20
Anser brachyrhynchus	2498024	2019	2	DE	4
Nucifraga caryocatactes	2482613	2018	7	FR	19
Phalacrocorax aristotelis	2481861	2024	8	DE	5
Anser indicus	2498035	2022	3	FR	4
Morus bassanus	2480964	2020	6	DE	15
Ciconia nigra	2481909	2024	10	DE	9
Phylloscopus trochilus	2493052	2018	7	FR	28
Anthus spinoletta	2490255	2019	9	DE	10
Pyrrhocorax graculus	2482553	2020	9	DE	16
Pterocles alchata	2480204	2016	3	FR	3
Cygnus cygnus	2498347	2017	1	FR	22
Turdus torquatus	7865305	2020	5	DE	12
Tichodroma muraria	2484918	2018	6	DE	4
Rissa tridactyla	2481205	2021	11	DE	16
Cinclus cinclus	2495093	2021	5	FR	11
Larus cachinnans	2481181	2016	5	DE	8
Passer montanus	5231198	2016	1	FR	38
Emberiza cia	2491498	2024	4	FR	22
Microcarbo pygmaeus	10095118	2022	4	DE	26
Jynx torquilla	8012314	2017	11	FR	1
Phalaropus lobatus	5739290	2021	10	FR	7
Somateria mollissima	2498352	2021	8	FR	3
Alle alle	2481299	2023	10	DE	12
Threskiornis aethiopicus	2480764	2020	2	FR	5
Caprimulgus europaeus	8109681	2019	9	FR	10
Calidris falcinellus	7537888	2023	4	FR	1
Perdix perdix	2473958	2017	8	DE	7
Aquila chrysaetos	2480506	2022	10	DE	2
Cuculus canorus	5231918	2018	8	FR	15
Lagopus muta	5227679	2024	8	DE	7
Anthus godlewskii	2490264	2018	10	FR	17
Botaurus stellaris	2480910	2017	11	FR	4
Anser brachyrhynchus	2498024	2024	7	DE	4
Gavia stellata	2481958	2022	4	FR	2
Glaucidium passerinum	5232162	2019	8	DE	1
Lanius excubitor	9444556	2021	3	FR	5
Scolopax rusticola	2481700	2022	7	DE	2
Galerida theklae	9330514	2020	7	FR	2
Acrocephalus melanopogon	2493124	2024	7	DE	3
Larus delawarensis	2481134	2017	2	FR	4
Carduelis corsicana	4408961	2023	10	FR	2
Netta peposaca	2498181	2021	1	DE	1
Phoeniconaias minor	2481104	2020	8	FR	1
Asio otus	2497306	2018	12	DE	3
Fratercula arctica	2481353	2020	11	FR	1
Xenus cinereus	2481703	2020	7	DE	1
Cygnus atratus	2498344	2018	3	FR	4
Psittacula eupatria	5229055	2023	5	FR	1
Oriolus oriolus	2488949	2018	9	FR	2
Aquila fasciata	5844449	2019	10	FR	1
Calidris canutus	2481765	2021	5	FR	41
Regulus regulus	2484596	2024	3	DE	737
Acrocephalus scirpaceus	2493118	2020	5	DE	899
Erithacus rubecula	2492462	2024	11	FR	2306
Erithacus rubecula	2492462	2021	2	FR	1515
Vanellus vanellus	2480242	2017	11	DE	38
Cuculus canorus	5231918	2020	6	DE	679
Turdus merula	2490719	2024	2	FR	1792
Phoenicurus ochruros	5739315	2024	4	FR	1329
Larus michahellis	9413670	2023	3	DE	321
Milvus migrans	5229167	2024	7	FR	1073
Alauda arvensis	8077224	2024	11	FR	452
Anthus pratensis	2490266	2020	10	FR	1018
Linaria cannabina	8104397	2022	6	FR	424
Emberiza schoeniclus	2491557	2023	12	DE	211
Netta rufina	2498180	2024	4	DE	518
Ciconia ciconia	2481912	2022	11	DE	38
Sitta europaea	2484916	2020	5	FR	302
Acrocephalus arundinaceus	2493128	2023	5	DE	913
Charadrius hiaticula	9566659	2024	10	FR	437
Anas platyrhynchos	9761484	2017	12	FR	367
Curruca melanocephala	9990095	2020	7	FR	142
Fringilla coelebs	2494422	2018	3	FR	695
Streptopelia turtur	2495708	2024	6	FR	662
Cygnus olor	2498343	2021	9	FR	480
Garrulus glandarius	5229493	2017	11	DE	241
Plegadis falcinellus	2480773	2018	7	FR	39
Tachybaptus ruficollis	2482048	2017	3	DE	144
Emberiza cirlus	7626513	2022	2	FR	145
Puffinus puffinus	5229380	2023	8	FR	194
